[2026-04-08 17:02:34][INFO] Loading resources...
[2026-04-08 17:09:14][FINE] Scheduled update for region-file: (-1, -1) (Map: new_world)
[2026-04-08 17:09:16][FINE] Scheduled update for region-file: (0, 0) (Map: new_world)
[2026-04-08 17:09:27][FINE] Scheduled update for region-file: (-1, -1) (Map: new_world)
[2026-04-08 17:09:28][FINE] Scheduled update for region-file: (0, 0) (Map: new_world)
[2026-04-08 17:09:37][FINE] Scheduled update for region-file: (-1, -1) (Map: new_world)
[2026-04-08 17:09:38][FINE] Scheduled update for region-file: (0, 0) (Map: new_world)
[2026-04-08 17:09:42][FINE] Scheduled update for region-file: (-1, -1) (Map: new_world)
[2026-04-08 17:09:48][FINE] Scheduled update for region-file: (0, 0) (Map: new_world)
[2026-04-08 17:09:58][FINE] Scheduled update for region-file: (0, 0) (Map: new_world)
[2026-04-08 17:09:59][FINE] Scheduled update for region-file: (-1, -1) (Map: new_world)
[2026-04-08 17:10:08][FINE] Scheduled update for region-file: (0, 0) (Map: new_world)
[2026-04-08 17:10:11][FINE] Scheduled update for region-file: (-1, -1) (Map: new_world)
[2026-04-08 17:10:18][FINE] Scheduled update for region-file: (0, 0) (Map: new_world)
[2026-04-08 17:10:24][FINE] Scheduled update for region-file: (-1, -1) (Map: new_world)
[2026-04-08 17:10:34][FINE] Scheduled update for region-file: (-1, -1) (Map: new_world)
[2026-04-08 17:10:38][FINE] Scheduled update for region-file: (0, 0) (Map: new_world)
[2026-04-08 17:10:39][FINE] Scheduled update for region-file: (-1, -1) (Map: new_world)
[2026-04-08 17:10:48][FINE] Scheduled update for region-file: (0, 0) (Map: new_world)
[2026-04-08 17:10:56][FINE] Scheduled update for region-file: (-1, -1) (Map: new_world)
[2026-04-08 17:10:58][FINE] Scheduled update for region-file: (0, 0) (Map: new_world)
[2026-04-08 17:11:08][FINE] Scheduled update for region-file: (-1, -1) (Map: new_world)
[2026-04-08 17:11:08][FINE] Scheduled update for region-file: (0, 0) (Map: new_world)
[2026-04-08 17:11:16][FINE] Scheduled update for region-file: (0, 0) (Map: new_world)
[2026-04-08 17:11:21][FINE] Scheduled update for region-file: (-1, -1) (Map: new_world)
[2026-04-08 17:11:26][FINE] Scheduled update for region-file: (0, 0) (Map: new_world)
[2026-04-08 17:11:31][FINE] Scheduled update for region-file: (-1, -1) (Map: new_world)
[2026-04-08 17:11:36][FINE] Scheduled update for region-file: (-1, -1) (Map: new_world)
[2026-04-08 17:11:45][FINE] Scheduled update for region-file: (0, 0) (Map: new_world)
[2026-04-08 17:11:53][FINE] Scheduled update for region-file: (-1, -1) (Map: new_world)
[2026-04-08 17:11:58][FINE] Scheduled update for region-file: (0, 0) (Map: new_world)
[2026-04-08 17:12:05][FINE] Scheduled update for region-file: (-1, -1) (Map: new_world)
[2026-04-08 17:12:08][FINE] Scheduled update for region-file: (0, 0) (Map: new_world)
